,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q23,q24,q25,q26,q27,q28,q35,q36_2,q36_3,q36_4,q36_5,q36_6,q36_7,q36_8,q39,q41,q44_2,q44_3,q44_4,q44_5,q44_6,q44_7,q44_8,q45,q58,q60,q64_2,q64_3,q64_4,q64_5,q64_6,q64_7,q64_8,q65_2,q65_3,q66_1,q66_2,q68_1,q68_2,q68_3,q77,q78,q79,q80,q89,q98,weight,stratum,psu,record,year,q88
11084,6,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,8,1,3,7,2,1,0.65,214,87028,326,2019,4
11085,5,1,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,8,4,5,1,2,0.67,214,87028,327,2019,5
11086,3,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,2,1,3,1,0.69,214,87028,330,2019,4
11087,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,6,1,1,3,2,0.73,214,87028,331,2019,5
11088,5,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,5,5,2,2,0.84,214,87028,332,2019,3
11089,6,2,4,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,8,8,3,2,1,2,0.81,214,87028,333,2019,3
11090,4,1,3,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,8,2,3,1,3,1,0.57,214,87028,335,2019,3
11091,6,2,3,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,4,6,2,2,0.75,214,87028,336,2019,5
11092,3,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,1,4,2,1,0.69,214,87028,339,2019,4
11093,3,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,8,6,1,4,3,1,0.57,214,87028,340,2019,2
11094,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,8,8,2,2,1,2,0.58,214,87028,341,2019,5
11095,3,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,5,3,6,1,1,2,0.74,214,87028,342,2019,3
11096,4,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,8,3,7,3,2,0.69,214,87028,343,2019,5
11097,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,6,1,7,2,2,0.57,214,87028,345,2019,5
11098,3,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,6,6,1,6,4,1,0.57,214,87028,348,2019,5
11099,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,6,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,7,1,5,1,1,2,1,1,1,1,2,1,2,1,1,1,1,8,8,2,2,2,2,0.58,214,87028,350,2019,3
11100,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,7,5,4,3,1,2,0.74,214,87028,352,2019,5
11101,3,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,8,2,1,3,2,0.57,214,87028,353,2019,1
11102,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,6,4,2,2,2,0.58,214,87028,356,2019,3
11103,3,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,3,1,2,0.74,214,87028,357,2019,5
11104,4,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,8,4,1,2,2,0.73,214,87028,359,2019,6
11105,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,6,1,4,1,1,0.73,214,87028,360,2019,4
11106,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,7,4,6,3,2,0.57,214,87028,362,2019,5
11107,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,8,2,6,2,2,0.73,214,87028,365,2019,4
11108,3,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,4,2,2,0.73,214,87028,367,2019,3
11109,6,1,4,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,3,4,1,7,1,1.21,214,87965,369,2019,1
11110,7,1,4,2,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,4,5,1,4,2,1,1.3,214,87965,370,2019,3
11111,6,2,4,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,2,1,2,1,2,1,1,5,8,6,4,2,2,1.54,214,87965,375,2019,1
11112,6,2,4,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,3,1,6,2,2,1.54,214,87965,378,2019,4
11113,6,1,4,1,2,1,1,1,2,2,2,1,1,1,1,5,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,6,1,7,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,3,2,1,1.21,214,87965,380,2019,2
11114,6,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,7,2,1,7,3,1,1.66,214,87965,385,2019,2
11115,6,1,4,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,8,2,2,7,2,1,1.3,214,87965,386,2019,2
11116,7,1,4,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,8,3,7,7,2,1,1.3,214,87965,387,2019,2
11117,6,1,4,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,6,2,2,7,2,1,1.37,214,87965,388,2019,1
11118,6,2,4,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,6,5,1,6,3,2,1.66,214,87965,389,2019,3
11119,6,1,4,2,1,1,1,1,2,2,2,1,1,1,2,4,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,6,1,1,2,1,1,1,1,1,2,2,1,1,1,2,5,4,3,6,3,2,1.3,214,87965,392,2019,1
11120,6,2,4,2,1,1,2,1,2,2,2,2,2,2,1,7,1,2,1,1,1,1,1,3,5,1,1,1,2,1,1,1,7,1,7,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,4,2,4,2,2,1.75,214,87965,394,2019,4
11121,6,2,3,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,1,1,7,1,1,2,1,1,1,1,2,1,2,1,1,2,1,8,8,2,1,1,2,0.93,214,87965,396,2019,3
11122,6,1,3,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,4,3,4,1,1,1.42,214,87965,398,2019,1
11123,6,2,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,4,1,6,2,2,0.8,214,87965,400,2019,3
11124,5,1,3,1,2,1,1,1,1,2,2,2,2,2,1,7,1,1,2,1,1,1,1,2,4,1,1,1,2,1,1,1,5,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,5,8,2,2,1,2,1.21,214,87965,402,2019,4
11125,4,2,1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,8,3,6,2,2,1.22,214,87965,406,2019,4
11126,6,1,3,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,3,2,1,1,1,1,2,1,1,6,1,4,1,2,1,1,1,1,1,1,2,2,1,2,1,1,7,3,2,4,2,2,1.42,214,87965,409,2019,4
11127,5,1,3,2,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,1,2,3,5,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,4,4,7,1,1,1.42,214,87965,410,2019,1
11128,5,2,3,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,6,6,1,2,3,2,0.8,214,87965,411,2019,4
11129,5,2,3,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,4,4,2,4,1,2,0.8,214,87965,412,2019,4
11130,6,2,3,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,8,4,7,3,1,0.93,214,87965,413,2019,2
11131,4,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,4,4,7,2,1,1.08,214,87965,414,2019,3
11132,3,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,8,4,1,1,2,1.08,214,87965,417,2019,5
11133,4,2,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,3,8,4,6,3,2,1.22,214,87965,418,2019,2
11134,3,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,7,5,5,4,1,2,1.08,214,87965,419,2019,3
11135,3,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,5,4,2,1,2,0.65,214,87965,421,2019,4
11136,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,4,5,1,2,1.23,214,87965,422,2019,5
11137,5,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,7,5,4,1,2.0,214,87965,431,2019,5
11138,4,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,8,2,3,1,2,1.42,214,87965,434,2019,6
11139,4,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,2,1,7,3,2,1.94,214,87965,436,2019,3
11140,4,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,3,1,3,2,2,1.42,214,87965,438,2019,6
11141,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,6,5,2,1.22,214,87965,444,2019,3
11142,5,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,8,1,3,5,1,0.89,214,87965,449,2019,2
11143,3,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,4,5,1,2,1,1.08,214,87965,456,2019,5
11144,5,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,7,5,6,3,2,0.98,214,87965,459,2019,1
11145,4,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,5,4,6,3,1,0.88,214,87965,460,2019,3
11146,4,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,3,8,1,5,1,2,0.88,214,87965,461,2019,3
11147,5,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,4,1,6,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,8,1,3,2,2,0.98,214,87965,463,2019,3
11148,4,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,8,1,6,2,1,0.95,214,87965,465,2019,5
11149,5,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,8,1,6,1,5,1,0.55,214,87965,466,2019,3
11150,4,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,5,1,6,2,2,0.79,214,87965,467,2019,2
11151,4,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,5,4,1,3,2,0.95,214,87965,468,2019,6
11152,5,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,6,3,1,7,2,0.88,214,87965,469,2019,4
11153,5,1,2,2,1,2,1,1,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,8,4,1,7,1,2,0.73,214,87965,470,2019,4
11154,4,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,3,1,1,1,0.95,214,87965,471,2019,4
11155,4,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,8,5,7,1,1,0.88,214,87965,472,2019,1
11156,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,8,2,7,4,2,0.98,214,87965,474,2019,3
11157,4,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,3,3,1,2,0.79,214,87965,475,2019,4
11158,5,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,8,2,3,1,1,0.73,214,87965,476,2019,4
11159,4,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,6,5,7,3,1,0.88,214,87965,477,2019,2
11160,5,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,1,4,1,1,1,0.73,214,87965,478,2019,4
11161,5,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,8,6,1,5,1,2,0.79,214,87965,480,2019,4
11162,5,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,8,4,6,3,1,0.88,214,87965,481,2019,2
11163,4,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,2,1,2,2,0.88,214,87965,483,2019,4
11164,5,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,7,8,1,5,1,1,0.98,214,87965,485,2019,4
11165,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,8,6,2,6,2,2,0.98,214,87965,486,2019,3
11166,4,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,8,1,3,3,2,1.49,214,87965,488,2019,5
11167,4,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,7,2,6,1,1,1.12,214,87965,489,2019,4
11168,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5,6,7,1,2,1.49,214,87965,490,2019,3
11169,5,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,5,8,3,4,2,1,0.95,214,87965,491,2019,3
11170,4,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,5,6,1,2,0.94,214,87965,492,2019,6
11171,5,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,7,1,1,0.79,214,87965,493,2019,1
11172,3,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,8,6,1,7,1,2,1.25,214,87965,495,2019,4
11173,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,6,4,7,3,2,1.51,214,87965,496,2019,4
11174,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,8,8,2,4,2,2,1.49,214,87965,497,2019,6
11175,3,2,1,1,2,1,1,1,1,2,2,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,4,1,6,2,1,1.49,214,87965,498,2019,3
11176,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,7,3,1,1,2,1.34,214,87965,499,2019,4
11177,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,8,1,1,1,2,1.51,214,87965,501,2019,5
11178,3,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,4,1,1,1,2,1.12,214,87965,503,2019,4
11179,6,2,4,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,4,4,4,2,0.9,214,87965,504,2019,4
11180,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,8,2,2,1,2,1.34,214,87965,505,2019,4
11181,4,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,8,8,2,7,1,1,1.12,214,87965,508,2019,4
11182,4,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,3,1,1,1.34,214,87965,510,2019,6
11183,5,1,3,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,2,1,2,1,1,5,3,1,4,1,2,0.75,214,87965,511,2019,3
11184,3,1,1,1,1,1,2,1,2,2,2,1,2,2,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,8,6,6,6,3,1,1.34,214,87965,512,2019,4
11185,3,1,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,7,2,2,2,1.34,214,87965,513,2019,5
11186,6,1,4,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,8,5,1,7,1,1.27,214,87965,515,2019,5
11187,7,2,4,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,4,7,2,2,0.9,214,87965,517,2019,5
11188,7,2,4,2,1,1,1,1,2,1,2,2,2,2,1,4,1,1,1,2,1,1,1,2,3,1,1,1,2,1,1,1,7,1,4,2,1,1,1,1,1,1,2,1,2,1,1,1,1,8,4,5,4,1,2,0.97,214,87965,518,2019,3
11189,6,1,4,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,6,1,6,1,1,2,1,1,1,1,2,2,2,2,1,2,1,8,1,2,7,2,1,1.37,214,87965,519,2019,3
